1,"平成27年国勢調査人口等基本集計（総務省統計局）","","","","","","","","","","","","","","",""
2,"","","","","","","第2表　男女別人口，人口性比及び世帯の種類(2区分)別世帯数，世帯人員 － 全国※，全国市部・郡部，都道府県※，都道府県市部・郡部，市区町村※，平成12年市町村 ","","","","","","","","",""
3,"","","","","","","Table 2. Population by Sex, Sex Ratio and Households and Household Members, by Type of Household (2 Groups)  - Japan*, All Shi, All Gun, Prefectures*, All Shi of Prefectures, All Gun of Prefectures, Shi*, Ku*, Machi*, Mura* and Municipalities in 2000 ","","","","","","","","",""
4,"","","","","","","","","","","","","","","",""
5,"","","","","","","to21-021.0001","to21-021.0002","to21-021.0003","to21-021.0004","to21-022.0001","to21-022.0002","to21-022.0003","to21-023.0001","to21-023.0002","to21-023.0003"
6,"","","","","","","0","1","1","1","0","1","1","0","1","1"
7,"※大項目","地域コード","地域識別コード","境域年次(2015)","境域年次(2000)","","人口　総数","人口　男","人口　女","人口性比","世帯数　総数","世帯数　一般世帯","世帯数　施設等の世帯","世帯人員　総数","世帯人員　一般世帯","世帯人員　施設等の世帯"
110,"","13205","d","2015","2000","青梅市　人口集中地区",107375,54202,53173,101.9351926730,44374,44253,121,107375,104710,2665
111,"","13206","d","2015","2000","府中市　人口集中地区",260274,132172,128102,103.1771557040,119569,119435,134,260274,254719,5555
112,"","13207","d","2015","2000","昭島市　人口集中地区",111491,55363,56128,98.6370438997,48235,48195,40,111491,109587,1904
113,"","13208","d","2015","2000","調布市　人口集中地区",229061,111921,117140,95.5446474304,110581,110450,131,229061,224932,4129
114,"","13209","d","2015","2000","町田市　人口集中地区",406307,199393,206914,96.3651565385,177044,176831,213,406307,400091,6216
115,"","13210","d","2015","2000","小金井市　人口集中地区",121396,60168,61228,98.2687659241,59796,59692,104,121396,119621,1775
116,"","13211","d","2015","2000","小平市　人口集中地区",190005,93777,96228,97.4529243048,82888,82768,120,190005,183966,6039
117,"","13212","d","2015","2000","日野市　人口集中地区",184963,92645,92318,100.3542104465,84398,84294,104,184963,181418,3545
118,"","13213","d","2015","2000","東村山市　人口集中地区",149921,73296,76625,95.6554649266,64594,64511,83,149921,146240,3681
119,"","13214","d","2015","2000","国分寺市　人口集中地区",122742,60274,62468,96.4878017545,59130,59089,41,122742,121250,1492
120,"","13215","d","2015","2000","国立市　人口集中地区",71014,34662,36352,95.3510123239,33056,33016,40,71014,69809,1205
121,"","13218","d","2015","2000","福生市　人口集中地区",58142,29120,29022,100.3376748673,27208,27176,32,58142,57135,1007
122,"","13219","d","2015","2000","狛江市　人口集中地区",80249,39206,41043,95.5242063202,39458,39434,24,80249,79294,955
123,"","13220","d","2015","2000","東大和市　人口集中地区",84578,41529,43049,96.4691398174,35352,35321,31,84578,83723,855
124,"","13221","d","2015","2000","清瀬市　人口集中地区",71560,34315,37245,92.1331722379,31235,31158,77,71560,69212,2348
125,"","13222","d","2015","2000","東久留米市　人口集中地区",116632,56738,59894,94.7306908872,49902,49859,43,116632,115012,1620
126,"","13223","d","2015","2000","武蔵村山市　人口集中地区",67596,33732,33864,99.6102055280,26963,26944,19,67596,66678,918
127,"","13224","d","2015","2000","多摩市　人口集中地区",142609,69872,72737,96.0611518209,63656,63608,48,142609,140210,2399
128,"","13225","d","2015","2000","稲城市　人口集中地区",70940,35940,35000,102.6857142857,31076,31064,12,70940,70433,507
129,"","13227","d","2015","2000","羽村市　人口集中地区",55066,28090,26976,104.1295966785,23202,23187,15,55066,54320,746
130,"","13228","d","2015","2000","あきる野市　人口集中地区",64624,32272,32352,99.7527200791,25136,25098,38,64624,63957,667
131,"","13229","d","2015","2000","西東京市　人口集中地区",200012,97830,102182,95.7409328453,89734,89605,129,200012,195992,4020
132,"","13303","d","2015","2000","瑞穂町　人口集中地区",23146,11749,11397,103.0885320698,9420,9417,3,23146,23020,126
133,"","13305","d","2015","2000","日の出町　人口集中地区",9027,4557,4470,101.9463087248,3304,3298,6,9027,8736,291
